Value
"						STEAM TRAP"
"** SPECIAL FITTING **  CAP .688"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** CAP .625"" WALL LOTEMP STL A420 WPL6 ASME B16.9"
"** SPECIAL FITTING ** ELL 45 DEG 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 60 .625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** ELL 90 DEG LR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .750"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG LR .875"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .625"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 DEG SR .688"" WALL LOTEMP STL A420 WPL6-W 100%RT ASME B16.9"
"** SPECIAL FITTING ** ELL 90 LR 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER CONC .750"" WALL X .562"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .500"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X 0.625"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .688"" WALL X SCH 80S A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** REDUCER ECC .875"" WALL LOTEMP STL A420 WPL6-W 100%RT"
"** SPECIAL FITTING ** REDUCER ECC 0.625"" WALL X 0.500"" WALL A403 WP304H-WX 100%RT"
"** SPECIAL FITTING ** TEE .625"" WALL LOTEMP STL A420 WPL6-W ASME B16,9"
"14-RO-1108 , Flow restriction orifice"
"14-RO-1112,Flow Restriction Orifice"
"14-RO-1124, Flow Restriction Orifice"
"14-RO-1128, Flow Restriction Orifice"
"14-RO-1134, Flow Restriction Orifice"
"14-RO-1201, Flow Restriction Orifice"
"14-RO-1204, Flow Restriction Orifice"
"14-RO-1205, Flow Restriction Orifice"
"14-RO-1207, Flow Restriction Orifice"
"14-RO-1212, Flow Restriction Orifice"
"14-RO-1301, Flow Restriction Orifice"
"14-RO-1302, Flow Restriction Orifice"
"14-RO-1304, Flow Restriction Orifice"
"14-RO-1305, Flow Restriction Orifice"
"14-RO-1307, Flow Restriction Orifice"
"14-RO-1312, Flow Restriction Orifice"
"14-RO-2111, RESTRICTION ORIFICE"
"14-SP1-1149, Orifice Flange"
"14-SP1-1255, Orifice Flange"
"14-SP1-1349, Orifice Flange"
14-SPI-1150
"14-SPI-1150, Orifice Flange"
"14-SPI-1156, Funnel"
"14-SPI-1161, Funnel"
"14-SPI-1169, Funnel"
"14-SPI-1170, Funnel"
"14-SPI-1171, Funnel"
"14-SPI-1190 , Funnel"
14-SPI-1191
"14-SPI-1195, Funnel"
"14-SPI-1198, Funnel"
"14-SPI-1199, Funnel"
"14-SPI-1199,TO FUNNEL"
"14-SPI-1203, Y-Strainer"
"14-SPI-1229 , Steam Trap"
"14-SPI-1231, Steam Trap"
"14-SPI-1233 , Steam Trap"
"14-SPI-1236 , Steam Trap"
"14-SPI-1248,Tier 3 Valve"
"14-SPI-1251, Globe Valve B 16.34/API 602 ASTM B 564 (UNS N06600)-Cl.600 RF  w/Graphite gasket flexible  wedge HW Oxygen Service Trim 9"
"14-SPI-1252, Globe Valve B 16.34/API 602 ASTM B 564 (UNS N06600)-Cl.600 RF  w/Graphite gasket flexible  wedge HW Oxygen Service Trim 9"
"14-SPI-1253, Globe Valve B 16.34/API 602 ASTM B 564 (UNS N06600)-Cl.600 RF  w/Graphite gasket flexible  wedge HW Oxygen Service Trim 9"
"14-SPI-1256, Funnel"
"14-SPI-1290 , Funnel"
14-SPI-1291
"14-SPI-1291,Funnel"
"14-SPI-1294, Funnel"
"14-SPI-1295, Funnel"
"14-SPI-1303, Y-Strainer"
"14-SPI-1327, Orifice Assembly"
"14-SPI-1356, Funnel"
"14-SPI-1390,Funnel"
14-SPI-1391
"14-SPI-1391,Funnel"
"14-SPI-1401,Flexible Hose"
"14-SPI-1403, Funnel"
"14-SPI-1404, Funnel"
"14-SPI-1408 , T-Type Strainer"
"14-SPI-1409 , T-Type Strainer"
"14-SPI-1411, T-Type Strainer"
"14-SPI-1412 , T-Type Strainer"
"14-SPI-1414 , Dual Plate Check Valve"
"14-SPI-1415, Dual Plate Check Valve"
"14-SPI-1416, Dual Plate Check Valve"
"14-SPI-1546, Type 2 Tier Valve"
"14-SPI-1568 , Type 3 TIER Valve"
"14-SPI-1599,Tier 1 Valve"
"14-SPI-1600,Tier 2 Valve"
"14-SPI-1602,Type 2 TIER Valve													"
"14-SPI-1603,TIER 2 VALVE"
"14-SPI-1604,Tier 1 Valve"
"14-SPI-1611,TIER 2 VALVE"
"14-SPI-1612,TIER 1 VALVE"
"14-SPI-1646, Injection Quill"
"14-SPI-1648 , Dual Plate Type Check Valve"
"14-SPI-1653,Tier 2 Valve"
"14-SPI-1654, Steam Trap"
"14-SPI-1710,Tier 1 Valve"
"14-SPI-1711,Tier 2 Valve"
"14-SPI-1713,Tier 2 Valve"
"14-SPI-1714,Tier2 Valve"
"14-SPI-1715,Tier 1 Valve"
"14-SPI-1722,Tier 2 Valve"
"14-SPI-1723,Tier 1 Valve"
"14-SPI-1729, Injection Quill"
"14-SPI-1731 , Dual Plate Type Check Valve"
"14-SPI-1736,Tier 2 Valve"
"14-SPI-1794,Tier 1 Valve"
"14-SPI-1795,Tier 2 Valve"
"14-SPI-1797,Tier 2 Valve"
"14-SPI-1798 , Tier 2 Valve"
"14-SPI-1799,Tier 1 Valve"
"14-SPI-1806 , Tier 2 Valve"
"14-SPI-1807 , Tier 1 valve"
"14-SPI-1813, Injection Quill"
"14-SPI-1815 , Dual Plate Type Check Valve"
"14-SPI-1865,STEAM TRAP"
"14-SPI-1868 , TIER 3 VALVE"
"14-SPI-1873 , Type 3 TIER Valve"
"14-SPI-1889 ,Type 3 TIER Valve"
"14-SPI-1890 ,Type 3 TIER Valve"
"14-SPI-1891,Tier 3 Valve"
"14-SPI-1897,Special Gate Valve"
"14-SPI-1898,Special Gate Valve"
"14-SPI-1899 , Special Gate Valve"
"14-SPI-1900 , Special Gate Valve"
"14-SPI-1901 , Special Gate Valve"
"14-SPI-1902 , Special Gate Valve"
"14-SPI-1903, Special Gate Valve"
"14-SPI-1904, Special Gate Valve"
"14-SPI-1905, Special Gate Valve"
"14-SPI-1906, Special Gate Valve"
"14-SPI-1907, Special Gate Valve"
"14-SPI-1908, Special Gate Valve"
"14-SPI-1909, Special Gate Valve"
"14-SPI-1910, Special Gate Valve"
"14-SPI-1911, Special Gate Valve"
"14-SPI-1912, Special Gate Valve"
"14-SPI-1913 , Special Gate Valve"
"14-SPI-1914 , Special Gate Valve"
"14-SPI-1928 , STEAM TRAP"
"14-SPI-1929 , STEAM TRAP"
"14-SPI-1931, STEAM TRAP"
"14-SPI-1937, Steam Trap"
"14-SPI-1938 , STEAM TRAP"
"14-SPI-1940 , STEAM TRAP"
"14-SPI1941,Dual Plate Check Valve"
"14-SPI-1942,Dual Plate Check Valve"
"14-SPI-1943,Dual Plate Check Valve"
"14-SPI-1944,Funnel"
"14-SPI-1945,Funnel"
"14-SPI-1946,Funnel"
"14-SPI-1947, Funnel"
"14-SPI-1948, Funnel"
"14-SPI-1982,TIER 2 VALVE"
"14-SPI-1983,Tier 2 Valve"
"14-SPI-1984 , Tier 2 Valve"
"14-SPI-1987, T-Type Strainer"
"14-SPI-1989,T Type Strainer"
"14-SPI-1990,T-Strainer"
"14-SPI-1993,T-Strainer"
"14-SPI-1995,T Type Strainer"
"14-SPI-1996, Funnel"
"14-SPI-1997, Funnel"
14-SPI-2959
14-SPI-2960
"14-SPI-5919, Dual Plate Type Check Valve"
14-SPI-6332
14-SPI-6333
"14-TE-1110, Temperature Element Rtd-3 Wire"
"14-TE-1210, Temperature Element Rtd-3 Wire"
"14-TE-1230,Temperature element rtd-3 wire"
"14-TE-1310, Temperature Element Rtd-3 Wire"
"14-TE-1330, Temperature Element Rtd-3 Wire"
"14-TE-1338, Temperature Element Rtd-3 Wire"
"14-TE-1339, Temperature Element Rtd-3 Wire"
"14-TE-1408, Temperature Element Rtd-3 Wire"
"14-TE-1508, Temperature Element Rtd-3 Wire"
"14-TE-1608, Temperature Element Rtd-3 Wire"
"14-TE-4210, Temperature Element RTD-3 Wire"
"14-TT-1130,Temperature Transmitter Smart"
"14-TW -1306, Temperature Thermowell"
"14-TW-1106, Temperature Thermowell"
"14-TW-1125,Temperature Thermowell"
"14-TW-1126, Temperature Thermowell"
"14-TW-1129,TEMPERATURE THERMOWELL"
"14-TW-1138, Temperature Thermowell"
"14-TW-1139, Temperature Thermowell"
"14-TW-1147,TEMPERATURE THERMOWELL"
"14-TW-1152A,TEMPERATURE THERMOWELL"
"14-TW-1152B,TEMPERATURE THERMOWELL"
"14-TW-1153,TEMPERATURE THERMOWELL"
"14-TW-1224,TEMPERATURE THERMOWELL"
"14-TW-1238, Temperature Thermowell"
"14-TW-1239, Temperature Thermowell"
"14-TW-1324,TEMPERATURE THERMOWELL"
"14-TW-1411, TEMPERATURE THERMOWELL"
"14-TW-1511, Temperature Thermowell"
"14-TW-1512 , THERMOWELL"
"14-TW-1611, TEMPERATURE THERMOWELL"
"14-TW-1612, Temperature Thermowell"
"14-TW-2104,TEMPERATURE THERMOWELL"
"14-TW-4120, Temperature Thermowell"
14-US-1101
14-US-1105
14-US-1107
14-US-1108
14-US-1109
14-US-1110
"14-US-1111 , Steam Tap"
14-US-1112
14-US-1113
"14-UV -1418, On Off Shutdown Valve Pneumatic"
"14-UV -1428, On Off Shutdown Valve Pneumatic"
"14-UV -1430, On Off Shutdown Valve Pneumatic"
"14-UV -1528, On Off Shutdown Valve Pneumatic"
"14-UV -1530, On Off Shutdown Valve Pneumatic"
"14-UV -1628, On Off Shutdown Valve Pneumatic"
"14-UV-1404, On Off Shutdown Valve Pneumatic"
"14-UV-1408, On Off Shutdown Valve Pneumatic"
"14-UV-1410, On Off Shutdown Valve Pneumatic"
"14-UV-1411, On Off Shutdown Valve Pneumatic"
"14-UV-1412, On Off Shutdown Valve Pneumatic"
"14-UV-1413, On Off Shutdown Valve Pneumatic"
"14-UV-1414, On Off Shutdown Valve Pneumatic"
"14-UV-1415, On Off Shutdown Valve Pneumatic"
"14-UV-1416 , On Off Shutdown Valve Pneumatic"
"14-UV-1417 ,On Off Shutdown Valve Pneumatic"
"14-UV-1429, On Off Shutdown Valve Pneumatic"
"14-UV-1432, On Off Shutdown Valve Pneumatic"
"14-UV-1433, On Off Shutdown Valve Pneumatic"
"14-UV-1448 , On off shutdown valve pneumatic"
"14-UV-1504, On Off Shutdown Valve Pneumatic"
"14-UV-1508, On Off Shutdown Valve Pneumatic"
"14-UV-1510, On Off Shutdown Valve Pneumatic"
"14-UV-1511, On Off Shutdown Valve Pneumatic"
"14-UV-1512, On Off Shutdown Valve Pneumatic"
"14-UV-1513, On Off Shutdown Valve Pneumatic"
"14-UV-1514, On Off Shutdown Valve Pneumatic"
"14-UV-1515, On Off Shutdown Valve Pneumatic"
"14-UV-1516, On Off Shutdown Valve Pneumatic"
"14-UV-1517, On Off Shutdown Valve Pneumatic"
"14-UV-1518, On Off Shutdown Valve Pneumatic"
"14-UV-1519 , ON OFF SHUTDOWN VALVE PNEUMATIC"
"14-UV-1521 ,ON OFF SHUTDOWN VALVE PNEUMATIC"
"14-UV-1522, ON OFF SHUTDOWN VALVE PNEUMATIC"
"14-UV-1523, ON OFF SHUTDOWN VALVE PNEUMATIC"
"14-UV-1529, On Off Shutdown Valve Pneumatic"
"14-UV-1532, On Off Shutdown Valve Pneumatic"
"14-UV-1533, On Off Shutdown Valve Pneumatic"
"14-UV-1546, On Off Shutdown Valve Pneumatic"
"14-UV-1547, On Off Shutdown Valve Pneumatic"
"14-UV-1548 ,  On Off Shutdown Valve Pneumatic"
"14-UV-1604, On Off Shutdown Valve Pneumatic"
"14-UV-1605, On Off Shutdown Valve Pneumatic"
"14-UV-1607, On Off Shutdown Valve Pneumatic"
"14-UV-1608, On Off Shutdown Valve Pneumatic"
"14-UV-1610, On Off Shutdown Valve Pneumatic"
"14-UV-1611, On Off Shutdown Valve Pneumatic"
"14-UV-1612, On Off Shutdown Valve Pneumatic"
"14-UV-1613, On Off Shutdown Valve Pneumatic"
"14-UV-1614, On Off Shutdown Valve Pneumatic"
"14-UV-1615, On Off Shutdown Valve Pneumatic"
"14-UV-1616, On Off Shutdown Valve Pneumatic"
"14-UV-1617, On Off Shutdown Valve Pneumatic"
"14-UV-1618, On Off Shutdown Valve Pneumatic"
"14-UV-1619, On Off Shutdown Valve Pneumatic"
"14-UV-1621, On Off Shutdown Valve Pneumatic"
"14-UV-1629, On Off Shutdown Valve Pneumatic"
"14-UV-1630, On Off Shutdown Valve Pneumatic"
"14-UV-1632, On Off Shutdown Valve Pneumatic"
"14-UV-1633, On Off Shutdown Valve Pneumatic"
"14-UV-1646, On Off Shutdown Valve Pneumatic"
"14-UV-1647, On Off Shutdown Valve Pneumatic"
"14-XV-1108 , On off valve pneumatic"
"14-XV-1112, ON OFF VALVE PNEUMATIC"
"15.00 mm Plate Steel, 305.00 mm x 350.00 mm"
"15.875 MM x 107.95 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
"15.875 MM x 120.65 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A307 GR B / A563 GR B"
"15.875 MM x 133.35 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"15.875 MM x 139.7 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 139.7 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 139.7 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"15.875 MM x 146.05 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 152.4 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 158.75 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A193 GR B7 / A194 GR 2H"
"15.875 MM x 158.75 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 171.45 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 177.8 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 177.8 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 177.8 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 184.15 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 184.15 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 222.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 425.45 MM MACHINE BOLTS - SUPPLIED W/ VALVE, A320 GR L7"
"15.875 MM x 69.85 MM MACHINE BOLTS - SUPPLIED W/ VALVE, A320 GR L7"
"15.875 MM x 69.85 MM MACHINE BOLTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 69.85 MM MACHINE BOLTS, A193 GR B8M"
"15.875 MM x 69.85 MM MACHINE BOLTS, A320 GR L7"
"15.875 MM x 76.2 MM MACHINE BOLTS - SUPPLIED W/ VALVE, A320 GR L7"
"15.875 MM x 76.2 MM MACHINE BOLTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 76.2 MM MACHINE BOLTS, A193 GR B8M"
"15.875 MM x 76.2 MM MACHINE BOLTS, A307 GR B CADMIUM OR ZINC PLATED, PTEFE COATED"
"15.875 MM x 76.2 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A307 GR B / A563 GR B"
"15.875 MM x 82.55 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 82.55 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 82.55 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 82.55 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 88.9 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B16 / A194 GR 3"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A914 GR 7"
"15.875 MM x 88.9 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
"15.875 MM x 95.25 MM STUD BOLTS, W/ 2 HEAVY HEX HEAD NUTS AND WASHERS, A307 GR B / A563 GR B"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A914 GR 7"
"15.875 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
150kVA REX DRY TYPE TRANSFORMER
150LB RAISED FACE Y-TYPE STRAINER
"150LB, BW, Y-TYPE STRAINER"
"150LB, RF START-UP STRAINER, SS"
150W HPS CEILING MOUNT
150W HPS WALL MOUNT
"150X150X12 THICK BASE PLATE For 3"""
15T MONORAIL HOIST
"16"" Trun Dia C.S, 430(SQ.) x10 C.S Plate"
"165X300X10 Thk Plate, 200X150X10 Thk Plate, 140X300X10 Thk Plate"
"165X300X10 Thk Plate, 250X150X10 Thk Plate, 190X300X10 Thk Plate"
"165X450X10 Thk Plate, 200X150X10 Thk Plate, 140X450X10 Thk Plate"
"165X600X10 Thk Plate, 200X150X10 Thk Plate, 140X600X10 Thk Plate, 72X200X10 Thk Plate"
"165X600X10 Thk Plate, 250X150X10 Thk Plate, 190X600X10 Thk Plate, 72X250X10 Thk Plate"
"165X750X10 Thk Plate, 200X150X10 Thk Plate, 140X750X10 Thk Plate, 72X200X10 Thk Plate"
"18 in Rod, Continuous Threaded, RH Thread"
"18"" Pipe SCH, 550x550x25 Carbon Steel Plate, 18"" Trunnion SCH"
18-Ton Crane
19.00 mm dia x 152.40 mm long cylinder
"19.05 MM x 101.6 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 101.6 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B8M / A194 GR 8M"
"19.05 MM x 101.6 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"19.05 MM x 101.6 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 101.6 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H, THD FULL LENGTH GALVANIZED INCH DIA X INCH LONG"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A914 GR 7"
"19.05 MM x 107.95 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
"19.05 MM x 114.3 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B16 / A194 GR 3"
"19.05 MM x 114.3 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 114.3 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A914 GR 7"
"19.05 MM x 120.65 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B16 / A194 GR 3"
"19.05 MM x 120.65 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 120.65 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 127 MM MACHINE BOLTS - SUPPLIED W/ VALVE, A320 GR L7"
"19.05 MM x 127 MM MACHINE BOLTS, A193 GR B8M"
"19.05 MM x 127 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B16 / A194 GR 3"
"19.05 MM x 127 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 127 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 133.35 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B16 / A194 GR 3"
"19.05 MM x 133.35 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 133.35 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A453 GR 660 / A453 GR 660"
"19.05 MM x 139.7 MM A307 GR B STUD BOLT WITH HEAVY HEX HEAD NUT, ASTM A563 GR B, W/ 2 TYPE 1 CS FLAT WASHERS, CADMIUM PLATED"
"19.05 MM x 139.7 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 146.05 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"19.05 MM x 152.4 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 165.1 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A193 GR B7 / A194 GR 2H"
"19.05 MM x 184.15 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 190.5 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 196.85 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 203.2 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A193 GR B7 / A194 GR 2H"
"19.05 MM x 203.2 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A320 GR L7 / A194 GR 7"
"19.05 MM x 254 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A307 GR B / A563 GR B"
"19.05 MM x 82.55 MM MACHINE BOLTS - SUPPLIED W/ VALVE, A320 GR L7"
"19.05 MM x 82.55 MM MACHINE BOLTS, A193 GR B7 / A194 GR 2H"
"19.05 MM x 82.55 MM MACHINE BOLTS, A193 GR B8M"
"19.05 MM x 82.55 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A307 GR B / A563 GR B"
"19.05 MM x 88.9 MM MACHINE BOLTS, A307 GR B CADMIUM OR ZINC PLATED, PTEFE COATED"
"19.05 MM x 88.9 MM MACHINE BOLTS, W/ HEAVY HEX HEAD NUT, A307 GR B / A563 GR B"
"19.05 MM x 95.25 MM STUD BOLTS, W/2 HEAVY HEX HEAD NUTS, A193 GR B7 / A194 GR 2H"
"190X300X10 Thk Plate, 165X300X10 Thk Plate"
2 CHECK 800# SW A105N TR#5 BALL TP BC HORIZ
2 in Hex Nut
"2 in U-bolt, Standard"
2 MVA THREE PHASE TRANSFORMER
"2"" CONTROL VALVE, TAG NUMBER: 11-LV-51X318, SEE (V17522-CIXD-5060)"
"2"" Pipe"
"2"" Pipe SCH, 150x150x10 Carbon Steel Plate, 2"" Trunnion SCH"
"2"" Trun Dia C.S, 80(SQ.) x10 C.S Plate"
"2""X3"" PSV-Valve Tag: 11-PSV-51X220, SEE (V17522-PVXD-5010)"
"2.0/2.66 MVA, 4.16kV-0.6kV  TRANSFORMER"
"2.5MW, 4.16kV"
20 MVA THREE PHASE TRANSFORMER
20% CAUSTIC STORAGE TANK
20% CAUSTIC TRANSFER PUMP
"20.00 mm Plate Steel, 650.00 mm x 650.00 mm"
20.00 mm x 150.00 mm x 150.00 mm box
200 A DISCONNECT SWITCH
200A DISCONNECT SWITCH
200A NON-FUSED DISCONNECT SWITCH
200X200X12 Thickness Plate
200X200X12 Thk Plate
"200X300X15 Thk Plate, 180X150X10 Thk Plate, 85X300X10 Thk Plate"
"200X300X15 Thk Plate, 180X200X10 Thk Plate, 135X300X10 Thk Plate"
"200X300X15 Thk Plate, 180X200X10 Thk Plate, 150X300X10 Thk Plate, Clamp Type AC44"
"200X450X15 Thk Plate, 180X200X10 Thk Plate, 135X450X10 Thk Plate"
"200X600X15 Thk Plate, 180X150X10 Thk Plate, 85X600X10 Thk Plate, 85X150X10 Thk Plate"
"200X600X15 Thk Plate, 180X200X10 Thk Plate, 135X600X10 Thk Plate, 85X200X10 Thk Plate"
"200X750X15 Thk Plate, 180X150X10 Thk Plate, 85X750X10 Thk Plate, 85X150X10 Thk Plate"
"200X750X15 Thk Plate, 180X200X10 Thk Plate, 135X750X10 Thk Plate, 85X200X10 Thk Plate"
208/120V
